"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Eldorado dos Carajás";"Pará";81;2016;0
"São Félix do Xingu";"Pará";81;2016;0
"Xinguara";"Pará";81;2016;0
"Tucumã";"Pará";81;2016;0
"Sandolândia";"Tocantins";83;2016;13
"Paranavaí";"Paraná";85;2016;0
"Aquidauana";"Mato Grosso do Sul";86;2016;6
"Santa Leopoldina";"Espírito Santo";87;2016;0
"Santa Leopoldina";"Espírito Santo";88;2016;0
"Carmo da Cachoeira";"Minas Gerais";89;2016;7
"Bom Jesus da Penha";"Minas Gerais";90;2016;14
"Uruará";"Pará";91;2016;5
"Uruará";"Pará";91;2016;7
"Marabá";"Pará";93;2016;0
"Itupiranga";"Pará";93;2016;0
"Marabá";"Pará";93;2016;0
"Itupiranga";"Pará";93;2016;0
"Itupiranga";"Pará";93;2016;1
"Itupiranga";"Pará";93;2016;9
"Porto Firme";"Minas Gerais";95;2016;1
"Nova Lima";"Minas Gerais";96;2016;0
"Bonito de Minas";"Minas Gerais";97;2016;21
"Poço Fundo";"Minas Gerais";98;2016;20
"Vitória da Conquista";"Bahia";105;2016;1
"Paranavaí";"Paraná";106;2016;0
"Porto Velho";"Rondônia";107;2016;0
"Vitória da Conquista";"Bahia";108;2016;5
"Presidente Jânio Quadros";"Bahia";109;2016;1
"São José do Divino";"Piauí";115;2016;15
"Esperantina";"Piauí";116;2016;26
"São Francisco do Piauí";"Piauí";117;2016;18
"Vila Bela da Santíssima Trindade";"Mato Grosso";118;2016;0
"Pontes e Lacerda";"Mato Grosso";118;2016;0
"São Paulo";"São Paulo";119;2016;6
"Conceição da Aparecida";"Minas Gerais";120;2016;16
"São Paulo";"São Paulo";125;2016;16
"Pontes e Lacerda";"Mato Grosso";126;2016;0
"Serrolândia";"Bahia";127;2016;9
"Entre Rios";"Bahia";128;2016;16
"Bom Sucesso";"Minas Gerais";129;2016;10
"Juatuba";"Minas Gerais";130;2016;0
"Poço Fundo";"Minas Gerais";135;2016;12
"Salgueiro";"Pernambuco";136;2016;0
"Imperatriz";"Maranhão";137;2016;0
"Boca do Acre";"Amazonas";1;2017;0
"Bujari";"Acre";1;2017;0
"Senador Guiomard";"Acre";1;2017;0
"Boca do Acre";"Amazonas";1;2017;0
"Rio Branco";"Acre";1;2017;0
"Boca do Acre";"Amazonas";1;2017;0
"Goianésia do Pará";"Pará";3;2017;0
"Novo Repartimento";"Pará";3;2017;0
"Belém";"Pará";3;2017;0
"Novo Repartimento";"Pará";3;2017;7
"Rio Branco do Sul";"Paraná";4;2017;11
"Confresa";"Mato Grosso";5;2017;1
"Anta Gorda";"Rio Grande do Sul";7;2017;2
"São Paulo";"São Paulo";8;2017;4
"Goianésia";"Goiás";9;2017;0
"Imperatriz";"Maranhão";10;2017;0
"Bujari";"Acre";12;2017;0
"São Raimundo das Mangabeiras";"Maranhão";13;2017;0
"Barra do Corda";"Maranhão";13;2017;0
"São Raimundo das Mangabeiras";"Maranhão";13;2017;0
"Ulianópolis";"Pará";14;2017;0
"Juatuba";"Minas Gerais";15;2017;35
"Sorocaba";"São Paulo";16;2017;1
"Corumbá";"Mato Grosso do Sul";17;2017;4
"Tangará da Serra";"Mato Grosso";18;2017;0
"João Monlevade";"Minas Gerais";19;2017;0
"Nova Maringá";"Mato Grosso";20;2017;0
"Aragominas";"Tocantins";24;2017;1
"Arapoema";"Tocantins";24;2017;7
"Colméia";"Tocantins";24;2017;0
